"country_of_residence","cor_iso3","country_of_origin","coo_iso3","election_date","election_type","registered_voters","total_votes","valid_votes","valid_votes2","null_votes","blanco_votes","invalid_votes","votes_party_1","party_party_1","votes_party_2","party_party_2","votes_party_3","party_party_3","votes_party_4","party_party_4","votes_party_5","party_party_5","votes_party_6","party_party_6","votes_party_7","party_party_7","votes_party_8","party_party_8","votes_party_9","party_party_9","votes_party_10","party_party_10","votes_party_11","party_party_11","votes_party_12","party_party_12","votes_party_13","party_party_13","votes_party_14","party_party_14","votes_party_15","party_party_15","votes_party_16","party_party_16","votes_party_17","party_party_17","votes_party_18","party_party_18","votes_party_19","party_party_19","votes_party_20","party_party_20","votes_party_21","party_party_21","votes_party_22","party_party_22","votes_party_23","party_party_23","votes_party_24","party_party_24","votes_party_25","party_party_25","votes_party_26","party_party_26","votes_party_27","party_party_27","votes_party_28","party_party_28","votes_party_29","party_party_29","votes_party_30","party_party_30","votes_party_31","party_party_31","votes_party_32","party_party_32","votes_party_33","party_party_33","votes_party_34","party_party_34","votes_party_35","party_party_35","votes_party_36","party_party_36","votes_party_37","party_party_37","votes_party_38","party_party_38","votes_party_39","party_party_39","votes_party_40","party_party_40","votes_party_41","party_party_41","votes_party_42","party_party_42","votes_party_43","party_party_43","votes_party_44","party_party_44","votes_party_45","party_party_45","votes_party_46","party_party_46","votes_party_47","party_party_47","votes_party_48","party_party_48","votes_party_49","party_party_49","votes_party_50","party_party_50","votes_party_51","party_party_51","votes_party_52","party_party_52","votes_party_53","party_party_53","votes_party_54","party_party_54","votes_party_55","party_party_55","national_winner","votes_national_winner","unmarked_votes"
"Georgia","GEO","Bulgaria","BGR",2005-06-25,"Legislative",NA,40,40,40,NA,NA,0,25,"SIMEON II NATIONAL MOVEMENT (NMSS)",4,"DEMOCRATS FOR STRONG BULGARIA (DSB)",3,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",3,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",1,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",1,"ROSE COALITION (BSD, NDP and OBT PARTIES)",1,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",1,"ATTACK COALITION",1,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",0,"MOVEMENT FORWARD BULGARIA",0,"GRANITE",0,"CHAMBER OF EXPERTS",0,"COALITION  DIGNIFIED BULGARIA",0,"NK  LONG LIVE BULGARIA!",0,"PD  EUROROMA",0,"THE NEW TIME",0,"FAGO",0,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",0,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"NZP  NIKOLA PETKOV",0,"FREE DEMOCRATS PARTY - PSD",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",3,NA
"Germany","DEU","Bulgaria","BGR",2005-06-25,"Legislative",NA,3878,3860,3860,NA,NA,20,1413,"SIMEON II NATIONAL MOVEMENT (NMSS)",781,"DEMOCRATS FOR STRONG BULGARIA (DSB)",553,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",500,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",155,"ATTACK COALITION",144,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",96,"THE NEW TIME",83,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",34,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",28,"ROSE COALITION (BSD, NDP and OBT PARTIES)",17,"BULGARIAN CHRISTIAN COALITION (BHC)",14,"FAGO",11,"MOVEMENT FORWARD BULGARIA",11,"FREE DEMOCRATS PARTY - PSD",5,"COALITION  DIGNIFIED BULGARIA",4,"CHAMBER OF EXPERTS",3,"NK  LONG LIVE BULGARIA!",3,"PD  EUROROMA",2,"HOMELAND",1,"GRANITE",1,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",1,"NZP  NIKOLA PETKOV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",500,NA
"Greece","GRC","Bulgaria","BGR",2005-06-25,"Legislative",NA,1474,1466,1464,NA,NA,8,681,"SIMEON II NATIONAL MOVEMENT (NMSS)",290,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",121,"DEMOCRATS FOR STRONG BULGARIA (DSB)",106,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",90,"ATTACK COALITION",50,"THE NEW TIME",36,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",21,"BULGARIAN CHRISTIAN COALITION (BHC)",13,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",9,"MOVEMENT FORWARD BULGARIA",9,"ROSE COALITION (BSD, NDP and OBT PARTIES)",9,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",7,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",7,"NK  LONG LIVE BULGARIA!",5,"COALITION  DIGNIFIED BULGARIA",3,"FAGO",2,"PD  EUROROMA",2,"FREE DEMOCRATS PARTY - PSD",1,"CHAMBER OF EXPERTS",1,"NZP  NIKOLA PETKOV",1,"HOMELAND",0,"GRANITE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",290,NA
"Hungary","HUN","Bulgaria","BGR",2005-06-25,"Legislative",NA,228,227,227,NA,NA,1,84,"SIMEON II NATIONAL MOVEMENT (NMSS)",44,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",35,"DEMOCRATS FOR STRONG BULGARIA (DSB)",23,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",19,"ATTACK COALITION",8,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",4,"ROSE COALITION (BSD, NDP and OBT PARTIES)",3,"THE NEW TIME",2,"COALITION  DIGNIFIED BULGARIA",2,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",1,"CHAMBER OF EXPERTS",1,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",1,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",0,"MOVEMENT FORWARD BULGARIA",0,"GRANITE",0,"NK  LONG LIVE BULGARIA!",0,"PD  EUROROMA",0,"FAGO",0,"NZP  NIKOLA PETKOV",0,"FREE DEMOCRATS PARTY - PSD",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",44,NA
"Iceland","ISL","Bulgaria","BGR",2005-06-25,"Legislative",NA,38,38,38,NA,NA,0,16,"SIMEON II NATIONAL MOVEMENT (NMSS)",5,"DEMOCRATS FOR STRONG BULGARIA (DSB)",4,"ATTACK COALITION",4,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",3,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",2,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",1,"CHAMBER OF EXPERTS",1,"ROSE COALITION (BSD, NDP and OBT PARTIES)",1,"THE NEW TIME",1,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",0,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",0,"MOVEMENT FORWARD BULGARIA",0,"GRANITE",0,"COALITION  DIGNIFIED BULGARIA",0,"NK  LONG LIVE BULGARIA!",0,"PD  EUROROMA",0,"FAGO",0,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",0,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"NZP  NIKOLA PETKOV",0,"FREE DEMOCRATS PARTY - PSD",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",3,NA
"Iran","IRN","Bulgaria","BGR",2005-06-25,"Legislative",NA,46,43,43,NA,NA,3,17,"SIMEON II NATIONAL MOVEMENT (NMSS)",16,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",3,"DEMOCRATS FOR STRONG BULGARIA (DSB)",2,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",2,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",1,"ATTACK COALITION",1,"FAGO",1,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",0,"MOVEMENT FORWARD BULGARIA",0,"GRANITE",0,"CHAMBER OF EXPERTS",0,"COALITION  DIGNIFIED BULGARIA",0,"NK  LONG LIVE BULGARIA!",0,"PD  EUROROMA",0,"ROSE COALITION (BSD, NDP and OBT PARTIES)",0,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",0,"THE NEW TIME",0,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",0,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"NZP  NIKOLA PETKOV",0,"FREE DEMOCRATS PARTY - PSD",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",16,NA
"Iraq","IRQ","Bulgaria","BGR",2005-06-25,"Legislative",NA,231,229,229,NA,NA,2,114,"SIMEON II NATIONAL MOVEMENT (NMSS)",60,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",20,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",7,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",6,"THE NEW TIME",5,"DEMOCRATS FOR STRONG BULGARIA (DSB)",5,"ATTACK COALITION",4,"ROSE COALITION (BSD, NDP and OBT PARTIES)",3,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",1,"COALITION  DIGNIFIED BULGARIA",1,"NK  LONG LIVE BULGARIA!",1,"PD  EUROROMA",1,"NZP  NIKOLA PETKOV",1,"FREE DEMOCRATS PARTY - PSD",0,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",0,"MOVEMENT FORWARD BULGARIA",0,"GRANITE",0,"CHAMBER OF EXPERTS",0,"FAGO",0,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",0,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",60,NA
"Ireland","IRL","Bulgaria","BGR",2005-06-25,"Legislative",NA,188,188,188,NA,NA,0,118,"SIMEON II NATIONAL MOVEMENT (NMSS)",20,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",14,"DEMOCRATS FOR STRONG BULGARIA (DSB)",13,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",8,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",8,"THE NEW TIME",3,"ATTACK COALITION",1,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",1,"ROSE COALITION (BSD, NDP and OBT PARTIES)",1,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",1,"NZP  NIKOLA PETKOV",0,"MOVEMENT FORWARD BULGARIA",0,"GRANITE",0,"CHAMBER OF EXPERTS",0,"COALITION  DIGNIFIED BULGARIA",0,"NK  LONG LIVE BULGARIA!",0,"PD  EUROROMA",0,"FAGO",0,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",0,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"FREE DEMOCRATS PARTY - PSD",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",13,NA
"Israel","ISR","Bulgaria","BGR",2005-06-25,"Legislative",NA,534,530,530,NA,NA,4,217,"SIMEON II NATIONAL MOVEMENT (NMSS)",108,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",77,"DEMOCRATS FOR STRONG BULGARIA (DSB)",70,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",10,"ATTACK COALITION",10,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",9,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",6,"GRANITE",6,"THE NEW TIME",4,"MOVEMENT FORWARD BULGARIA",3,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",2,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",2,"COALITION  DIGNIFIED BULGARIA",2,"ROSE COALITION (BSD, NDP and OBT PARTIES)",2,"FREE DEMOCRATS PARTY - PSD",1,"NK  LONG LIVE BULGARIA!",1,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"CHAMBER OF EXPERTS",0,"PD  EUROROMA",0,"FAGO",0,"NZP  NIKOLA PETKOV",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",108,NA
"Italy","ITA","Bulgaria","BGR",2005-06-25,"Legislative",NA,1129,1116,1116,NA,NA,14,451,"SIMEON II NATIONAL MOVEMENT (NMSS)",175,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",170,"DEMOCRATS FOR STRONG BULGARIA (DSB)",113,"ATTACK COALITION",111,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",40,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",20,"THE NEW TIME",7,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",6,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",4,"COALITION  DIGNIFIED BULGARIA",4,"BULGARIAN CHRISTIAN COALITION (BHC)",4,"FREE DEMOCRATS PARTY - PSD",3,"MOVEMENT FORWARD BULGARIA",3,"ROSE COALITION (BSD, NDP and OBT PARTIES)",2,"HOMELAND",1,"CHAMBER OF EXPERTS",1,"NK  LONG LIVE BULGARIA!",1,"NZP  NIKOLA PETKOV",0,"GRANITE",0,"PD  EUROROMA",0,"FAGO",0,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",175,NA
"Japan","JPN","Bulgaria","BGR",2005-06-25,"Legislative",NA,107,107,107,NA,NA,0,35,"SIMEON II NATIONAL MOVEMENT (NMSS)",33,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",10,"DEMOCRATS FOR STRONG BULGARIA (DSB)",9,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",8,"THE NEW TIME",5,"ATTACK COALITION",4,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",1,"MOVEMENT FORWARD BULGARIA",1,"ROSE COALITION (BSD, NDP and OBT PARTIES)",1,"FREE DEMOCRATS PARTY - PSD",0,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",0,"GRANITE",0,"CHAMBER OF EXPERTS",0,"COALITION  DIGNIFIED BULGARIA",0,"NK  LONG LIVE BULGARIA!",0,"PD  EUROROMA",0,"FAGO",0,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",0,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",0,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"NZP  NIKOLA PETKOV",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",33,NA
"Jordan","JOR","Bulgaria","BGR",2005-06-25,"Legislative",NA,60,60,60,NA,NA,0,24,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",22,"SIMEON II NATIONAL MOVEMENT (NMSS)",7,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",3,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",2,"DEMOCRATS FOR STRONG BULGARIA (DSB)",2,"THE NEW TIME",0,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",0,"MOVEMENT FORWARD BULGARIA",0,"GRANITE",0,"CHAMBER OF EXPERTS",0,"COALITION  DIGNIFIED BULGARIA",0,"NK  LONG LIVE BULGARIA!",0,"PD  EUROROMA",0,"ROSE COALITION (BSD, NDP and OBT PARTIES)",0,"ATTACK COALITION",0,"FAGO",0,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",0,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",0,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"NZP  NIKOLA PETKOV",0,"FREE DEMOCRATS PARTY - PSD",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",24,NA
"Kazakhstan","KAZ","Bulgaria","BGR",2005-06-25,"Legislative",NA,39,39,39,NA,NA,0,18,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",8,"SIMEON II NATIONAL MOVEMENT (NMSS)",5,"MRF MOVEMENT FOR RIGHTS AND FREEDOMS",3,"DEMOCRATS FOR STRONG BULGARIA (DSB)",2,"UNION OF FREE DEMOCRATS, AUA - PEOPLE'S UNION, VMRO - BULGARIAN NATIONAL MOVEMENT - COALITION  BULGARIAN PEOPLE'S UNION",1,"COALITION  DIGNIFIED BULGARIA",1,"ROSE COALITION (BSD, NDP and OBT PARTIES)",1,"UDF - UDF, DEMOCRATIC PARTY, MOVEMENT  GERGYOVDEN , BZNS NS - BZNS, DROM",0,"FEDERATION OF FREE BUSINESS - UNION BULGARIA",0,"MOVEMENT FORWARD BULGARIA",0,"GRANITE",0,"CHAMBER OF EXPERTS",0,"NK  LONG LIVE BULGARIA!",0,"PD  EUROROMA",0,"THE NEW TIME",0,"ATTACK COALITION",0,"FAGO",0,"UNITED PARTY OF PENSIONERS IN BULGARIA (OPPB)",0,"BULGARIAN CHRISTIAN COALITION (BHC)",0,"NZP  NIKOLA PETKOV",0,"FREE DEMOCRATS PARTY - PSD",0,"HOMELAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COALITION FOR BULGARIA - BSP, PBS, PD - SOCIAL DEMOCRATS, DSH, P. ROMA , KPB, BZNS - AL. STAMBOLIYSKI, ZPB",18,NA
